customer_id,name,city,country,last_order_date,completed_orders,lifetime_revenue,days_since_last_order,customer_status
1551,Stephen Larsen,Chicago,USA,2024-09-03,2,2715.741,119,Inactive
1050,Patricia Parker,Manchester,UK,2024-01-11,3,2712.34,355,Inactive
750,John Johnson,Paris,France,2023-12-08,2,2705.95,389,Inactive
699,Kirk Johnson,Bangkok,Thailand,2024-05-22,3,2698.0339999999997,223,Inactive
795,Richard King,Melbourne,Australia,2024-07-01,2,2693.2635,183,Inactive
2141,Peter Chandler,New York,USA,2024-09-02,2,2691.2055,120,Inactive
673,Michael Cannon,Manchester,UK,2024-02-06,4,2683.2005,329,Inactive
675,John Garcia,Singapore,Singapore,2024-06-04,2,2676.9385,210,Inactive
1957,Tiffany Lee,Toronto,Canada,2023-06-09,3,2675.821,571,Inactive
1798,Matthew Huang,Melbourne,Australia,2023-07-19,2,2674.871,531,Inactive
1442,Randall Wright,New York,USA,2024-06-26,3,2671.6299999999997,188,Inactive
996,Kevin Gibson,Melbourne,Australia,2024-09-19,2,2660.007,103,Inactive
2314,Justin Parker,Sydney,Australia,2024-04-24,3,2657.0494999999996,251,Inactive
1572,Jennifer Smith,Melbourne,Australia,2024-06-30,2,2656.7845,184,Inactive
2277,Melissa Garcia,Singapore,Singapore,2022-08-05,2,2650.5005,879,Inactive
501,Mrs. Alison Wagner,London,UK,2023-08-03,2,2647.87,516,Inactive
1783,Joshua Trujillo,Vancouver,Canada,2023-11-27,2,2647.6724999999997,400,Inactive
1501,William Nichols,Toronto,Canada,2023-07-06,2,2643.469,544,Inactive
1125,Kevin Bradley,Chicago,USA,2023-05-10,2,2642.497,601,Inactive
2112,Mercedes Garcia,Chicago,USA,2023-08-05,4,2633.7754999999997,514,Inactive
844,James Ellis,,Germany,2024-01-19,3,2631.88,347,Inactive
731,Susan Hogan,Paris,France,2024-05-09,2,2625.333,236,Inactive
255,William Becker,Mumbai,India,2022-12-14,2,2624.3385000000003,748,Inactive
584,Michael Boyd,Vancouver,Canada,2023-12-09,2,2622.737,388,Inactive
1228,Melissa Smith,Singapore,Singapore,2023-11-22,3,2622.5665,405,Inactive
1463,Laura Pennington,Chicago,USA,2023-08-17,2,2621.46,502,Inactive
906,Tyler White,Mumbai,India,2023-10-11,3,2616.152,447,Inactive
864,Jason Fleming,New York,USA,2024-09-19,2,2615.7195,103,Inactive
1727,Travis Johnson,Berlin,Germany,2024-09-28,3,2612.363,94,Inactive
1985,Karen Avery,Manchester,UK,2022-09-25,2,2608.426,828,Inactive
660,Catherine Huang,Berlin,Germany,2024-01-30,2,2607.772,336,Inactive
2486,John Escobar,,France,2024-07-23,3,2604.251,161,Inactive
2229,Angela Barnett,Los Angeles,USA,2023-12-10,3,2604.158,387,Inactive
2443,Kristen Smith,Sydney,Australia,2023-11-03,3,2604.122,424,Inactive
330,Haley Davis,Sydney,Australia,2024-04-26,1,2602.951,249,Inactive
1958,Melanie Jones,Berlin,Germany,2023-07-04,2,2600.316,546,Inactive
1660,Courtney Powell,Los Angeles,USA,2023-06-27,2,2597.536,553,Inactive
1823,Laura Thompson,Bangkok,Thailand,2022-01-28,2,2597.437,1068,Inactive
192,Mrs. Maria Williams,Paris,France,2023-09-30,1,2589.3439999999996,458,Inactive
1651,James Spears,Manchester,UK,2022-12-25,2,2585.406,737,Inactive
1305,Tim Miller,Munich,Germany,2024-04-16,3,2582.0315,259,Inactive
598,April Pace,Bangkok,Thailand,2023-01-30,1,2579.9075,701,Inactive
1510,Vanessa Smith DVM,Melbourne,Australia,2023-05-24,2,2579.423,587,Inactive
69,Paul Larsen,Paris,France,2024-09-24,2,2576.4905000000003,98,Inactive
1561,Eric Hall,New York,USA,2024-07-10,2,2575.5600000000004,174,Inactive
809,Cathy Rodriguez,New York,USA,2024-09-09,3,2572.972,113,Inactive
716,Krystal Moore,Chicago,USA,2024-01-14,2,2571.84,352,Inactive
1247,Robin Torres,Manchester,UK,2023-09-12,4,2570.324,476,Inactive
2111,Brian Moore,Paris,France,2024-01-29,5,2568.6375,337,Inactive
2227,Carly Goodwin,Paris,France,2024-07-09,3,2566.0204999999996,175,Inactive
2052,Erik Small,Bangkok,Thailand,2024-07-29,3,2555.346,155,Inactive
2103,Robyn Kidd,Paris,France,2024-09-08,2,2552.951,114,Inactive
429,James Barnes,Toronto,Canada,2023-09-28,2,2547.54,460,Inactive
109,Tammy Gonzales,Berlin,Germany,2024-08-28,2,2538.0265,125,Inactive
1211,Tammy Parsons,Sydney,Australia,2024-09-10,4,2537.747,112,Inactive
1284,Jennifer Nelson,Los Angeles,USA,2024-04-12,2,2535.554,263,Inactive
2066,Zachary Martinez,Manchester,UK,2024-04-19,1,2526.831,256,Inactive
1168,Leon Hamilton,Munich,Germany,2023-11-18,1,2524.9945,409,Inactive
299,Andrew Gonzales,Melbourne,Australia,2024-06-21,1,2516.143,193,Inactive
1210,Vincent Brown,Manchester,UK,2024-05-11,5,2511.764,234,Inactive
2209,Nathaniel Brown,Vancouver,Canada,2022-07-29,2,2510.954,886,Inactive
2093,Danielle Smith,Manchester,UK,2023-04-28,2,2506.69,613,Inactive
1304,William Walker DVM,Melbourne,Australia,2024-04-24,2,2502.72,251,Inactive
2337,Melanie Garrett,Bangkok,Thailand,2023-08-02,2,2501.01,517,Inactive
1134,Keith Henry,Bangkok,Thailand,2024-03-12,3,2490.4165000000003,294,Inactive
2117,Dr. Jared Lee III,Sydney,Australia,2023-08-04,2,2484.645,515,Inactive
2051,Jennifer Rivera,London,UK,2024-04-28,4,2483.8575,247,Inactive
2365,Lauren Stephens,New York,USA,2023-12-15,2,2481.8765000000003,382,Inactive
2381,Francisco Estrada,London,UK,2024-02-11,2,2476.79,324,Inactive
1057,Jason Nguyen,Mumbai,India,2024-09-02,3,2475.1905,120,Inactive
1141,Jennifer Smith,,France,2024-02-26,1,2473.6679999999997,309,Inactive
2431,Jessica Torres,Munich,Germany,2023-04-25,3,2472.792,616,Inactive
930,John Vazquez,Sydney,Australia,2024-01-12,2,2468.36,354,Inactive
767,Anna Lang,Chicago,USA,2023-04-20,2,2468.1304999999998,621,Inactive
1665,Martha Arnold,Mumbai,India,2024-09-06,2,2466.7955,116,Inactive
450,Kimberly Villanueva,Los Angeles,USA,2024-09-19,1,2462.924,103,Inactive
2217,Teresa Russell,Chicago,USA,2023-01-17,2,2459.125,714,Inactive
1892,John Murray,Vancouver,Canada,2024-05-16,3,2453.155,229,Inactive
2322,Robert Parks MD,Toronto,Canada,2024-01-21,1,2452.0205,345,Inactive
812,Robert Thompson,Sydney,Australia,2023-05-08,1,2441.478,603,Inactive
2133,Danielle Ballard,Sydney,Australia,2023-11-07,4,2434.0699999999997,420,Inactive
617,Laura Benson,Bangkok,Thailand,2024-04-17,3,2433.8065,258,Inactive
1659,Kyle Flores,Berlin,Germany,2024-09-26,2,2431.7555,96,Inactive
2482,Margaret Mullins,London,UK,2024-09-30,3,2426.4305,92,Inactive
169,Michelle Schmitt,London,UK,2023-05-28,2,2420.9595,583,Inactive
274,Matthew Velez,Vancouver,Canada,2024-07-04,3,2420.0009999999997,180,Inactive
413,Valerie Thomas,Melbourne,Australia,2024-07-31,2,2417.3955,153,Inactive
1036,Brenda Gray,New York,USA,2024-10-01,3,2410.408,91,Inactive
425,Carl Stein,Singapore,Singapore,2024-04-11,2,2409.046,264,Inactive
668,Michael Howard,Mumbai,India,2023-05-03,1,2406.9449999999997,608,Inactive
67,Robert Contreras,Vancouver,Canada,2023-04-04,2,2397.36,637,Inactive
2188,Mathew Key,Bangkok,Thailand,2023-05-16,2,2396.8735,595,Inactive
852,Melissa Russell,Berlin,Germany,2024-08-02,5,2396.7000000000003,151,Inactive
71,Chris Reyes,Bangkok,Thailand,2023-11-08,2,2386.23,419,Inactive
211,Lisa Henderson,Toronto,Canada,2023-10-24,1,2379.7545,434,Inactive
1025,Angela Edwards,Manchester,UK,2024-07-31,1,2378.811,153,Inactive
2344,Christopher Hall,Vancouver,Canada,2024-06-26,2,2375.097,188,Inactive
629,Jamie Garcia,Munich,Germany,2024-07-30,3,2369.2889999999998,154,Inactive
1335,Kelly Mack,New York,USA,2024-03-06,2,2368.69,300,Inactive
2023,Alicia Wagner,Sydney,Australia,2024-09-20,2,2367.3930000000005,102,Inactive
219,Chad Baldwin,Manchester,UK,2024-04-19,3,2360.916,256,Inactive
741,Anna Evans,Manchester,UK,2024-07-13,2,2359.8535,171,Inactive
110,Kathryn Snyder,Paris,France,2024-01-06,2,2357.0085,360,Inactive
982,Mrs. Jacqueline Hickman,Paris,France,2024-01-24,2,2349.607,342,Inactive
1274,Terry Garcia,,India,2023-10-23,3,2344.779,435,Inactive
1035,William Trujillo,Los Angeles,USA,2024-08-22,4,2342.5860000000002,131,Inactive
150,David Medina,Berlin,Germany,2023-07-24,2,2342.2725,526,Inactive
526,Jordan Clark,Chicago,USA,2024-01-17,2,2342.2485,349,Inactive
118,Michael Martinez,Munich,Germany,2023-05-07,3,2336.61,604,Inactive
798,Samantha Monroe,Mumbai,India,2024-04-20,1,2330.098,255,Inactive
120,Dr. Jordan Hill PhD,Toronto,Canada,2023-07-17,2,2329.725,533,Inactive
326,Karen Williams,Sydney,Australia,2024-05-15,2,2328.942,230,Inactive
1337,Christian Burton,Manchester,UK,2023-01-26,2,2327.426,705,Inactive
459,Joseph Camacho,Berlin,Germany,2024-04-30,2,2320.642,245,Inactive
2042,Andrew Smith,Mumbai,India,2023-03-03,1,2318.044,669,Inactive
2281,Carmen Gonzalez,Mumbai,India,2024-06-18,3,2314.0435,196,Inactive
2172,Sharon King,Melbourne,Australia,2024-01-15,3,2310.056,351,Inactive
2238,Timothy Harris,Singapore,Singapore,2024-03-27,2,2307.6755,279,Inactive
1632,Ashley Drake,Mumbai,India,2023-10-20,3,2306.9525,438,Inactive
919,Dennis Cooper PhD,Berlin,Germany,2024-05-08,3,2306.319,237,Inactive
1186,Caleb Brown,Bangkok,Thailand,2024-08-01,2,2303.774,152,Inactive
2367,Richard Williams,Bangkok,Thailand,2024-08-18,2,2303.7475,135,Inactive
1991,Linda Perez,Mumbai,India,2024-07-21,3,2291.171,163,Inactive
877,Christie Fox,Munich,Germany,2024-04-23,2,2287.562,252,Inactive
370,Scott Miller,Sydney,Australia,2024-06-18,3,2279.3215,196,Inactive
1277,Brian Soto,Melbourne,Australia,2022-12-10,1,2275.8669999999997,752,Inactive
1397,Jesse Guzman,Toronto,Canada,2023-05-23,1,2272.796,588,Inactive
57,Renee Mcdaniel,Vancouver,Canada,2024-09-07,3,2271.3505,115,Inactive
357,Jeffrey Smith,London,UK,2024-07-14,2,2269.652,170,Inactive
956,Thomas Garcia,Mumbai,India,2024-09-20,2,2259.3925,102,Inactive
1963,Olivia Miller,London,UK,2023-07-16,2,2258.0969999999998,534,Inactive
1162,Mary Wright,Singapore,Singapore,2023-08-03,2,2257.333,516,Inactive
1936,James Carroll,Los Angeles,USA,2023-10-04,1,2254.8235,454,Inactive
1031,Beth Braun,Melbourne,Australia,2024-09-21,3,2250.4465,101,Inactive
1359,Joshua Martin,Los Angeles,USA,2024-03-22,1,2250.3525,284,Inactive
521,Mason Moore,Chicago,USA,2024-07-03,2,2250.038,181,Inactive
2425,Shannon Thompson,Bangkok,Thailand,2024-02-08,4,2249.047,327,Inactive
2358,Allison Cunningham,Mumbai,India,2023-07-30,4,2245.3759999999997,520,Inactive
1819,Joseph Andrews,Vancouver,Canada,2024-06-05,3,2240.288,209,Inactive
2499,Alexandra Johnson,New York,USA,2024-09-13,4,2237.02,109,Inactive
1876,Angela Wade,Melbourne,Australia,2024-08-12,2,2233.465,141,Inactive
1114,Jose Rogers,Singapore,Singapore,2024-08-09,3,2231.707,144,Inactive
974,Carl Savage,Berlin,Germany,2022-10-24,3,2230.967,799,Inactive
2002,Matthew Brown,Manchester,UK,2024-09-20,2,2229.3705,102,Inactive
1105,Teresa Rowland,Paris,France,2024-05-06,2,2211.27,239,Inactive
937,Sarah Meadows,Bangkok,Thailand,2024-03-23,2,2202.4700000000003,283,Inactive
1144,Jeanne Jones,New York,USA,2023-12-29,2,2201.2075,368,Inactive
1414,Sergio Wong,Sydney,Australia,2024-02-09,3,2200.2295,326,Inactive
396,Kimberly Hernandez,New York,USA,2024-04-08,4,2196.757,267,Inactive
722,Jason Novak,Chicago,USA,2024-06-24,4,2189.094,190,Inactive
166,Brandon Simmons,Chicago,USA,2024-06-29,2,2188.8065,185,Inactive
747,Mrs. Felicia Castro DDS,Singapore,Singapore,2023-04-10,1,2186.2455,631,Inactive
1422,Kyle Gross,Berlin,Germany,2024-03-17,2,2185.4505,289,Inactive
764,Amber Johnson,Mumbai,India,2024-03-06,3,2180.728,300,Inactive
1760,Diana Haley,Munich,Germany,2024-06-23,2,2178.8445,191,Inactive
1579,Sarah Taylor,Bangkok,Thailand,2024-06-21,1,2175.544,193,Inactive
2413,Anthony Knapp,London,UK,2024-08-07,3,2173.645,146,Inactive
1169,Jessica Miller,Manchester,UK,2024-02-29,1,2151.9269999999997,306,Inactive
552,Daniel Goodwin,Chicago,USA,2022-11-25,3,2151.476,767,Inactive
1978,Alexandra Brown,Toronto,Canada,2023-06-07,2,2147.8355,573,Inactive
873,Theresa Reilly,Toronto,Canada,2023-10-17,3,2138.412,441,Inactive
462,Beth Henderson,Paris,France,2022-01-22,1,2137.1859999999997,1074,Inactive
149,Elizabeth Ortiz,Bangkok,Thailand,2024-08-28,2,2134.546,125,Inactive
697,Christina Gilbert,Munich,Germany,2024-08-20,1,2134.4145,133,Inactive
1850,Sarah Archer,Munich,Germany,2024-09-25,3,2132.3624999999997,97,Inactive
2036,Corey Weeks,Chicago,USA,2024-05-31,4,2131.8325,214,Inactive
816,Gary Myers,Berlin,Germany,2023-10-17,5,2128.266,441,Inactive
845,Andrew Carroll,Manchester,UK,2024-01-10,1,2127.632,356,Inactive
1163,Mark Brown,London,UK,2024-04-01,2,2126.4,274,Inactive
644,Shawn Kelley,Vancouver,Canada,2024-03-17,3,2125.18,289,Inactive
1038,Stephen Alvarez,Chicago,USA,2024-07-03,3,2124.214,181,Inactive
1207,Courtney Foster,Sydney,Australia,2023-04-04,1,2123.4759999999997,637,Inactive
1729,Barbara Sherman,Manchester,UK,2024-03-31,2,2117.401,275,Inactive
242,Denise Weber,Los Angeles,USA,2024-07-01,1,2112.5764999999997,183,Inactive
801,Joseph Graham,Singapore,Singapore,2024-02-25,1,2112.1655,310,Inactive
1256,Stephanie Walls,Mumbai,India,2023-12-24,4,2111.4405,373,Inactive
583,Heather Harrison,Vancouver,Canada,2024-08-09,4,2107.3559999999998,144,Inactive
2386,Jeffery Snyder,Chicago,USA,2024-03-22,2,2100.2305,284,Inactive
2160,Shari Sharp,Manchester,UK,2024-05-10,2,2099.3375,235,Inactive
26,Shannon Jones,Los Angeles,USA,2023-11-27,2,2098.002,400,Inactive
327,Amanda Mcfarland,New York,USA,2022-12-01,2,2097.321,761,Inactive
523,Robert Miller,Chicago,USA,2023-12-07,3,2095.174,390,Inactive
210,Luis Bullock,Mumbai,India,2022-11-11,2,2091.129,781,Inactive
2289,Tyler Shields,Los Angeles,USA,2022-10-13,1,2089.0905,810,Inactive
1074,Johnathan Padilla,Singapore,Singapore,2024-08-06,2,2088.1994999999997,147,Inactive
2427,Tamara Brown,London,UK,2024-01-01,3,2085.966,365,Inactive
1021,Adriana Davenport,Paris,France,2024-03-02,1,2084.835,304,Inactive
307,Michael Morrison,Paris,France,2024-07-02,5,2074.7145,182,Inactive
1483,Allison Casey,Munich,Germany,2024-04-09,2,2074.02,266,Inactive
278,Todd Rosales MD,Vancouver,Canada,2024-02-01,3,2073.8005,334,Inactive
2063,Samuel Ortega,Melbourne,Australia,2024-06-22,1,2067.724,192,Inactive
1473,Sarah Solis,Toronto,Canada,2024-03-23,2,2064.624,283,Inactive
1282,Tyler Brown,Berlin,Germany,2022-09-18,1,2060.3965,835,Inactive
1935,Aaron Johnson,Bangkok,Thailand,2023-12-30,1,2060.044,367,Inactive
287,Angela Griffin,Chicago,USA,2023-12-28,2,2060.035,369,Inactive
431,Devin Johnson,Singapore,Singapore,2024-05-13,1,2056.27,232,Inactive
140,Crystal Pham,Paris,France,2023-11-20,2,2053.084,407,Inactive
451,Jessica Valdez,Sydney,Australia,2024-02-22,1,2052.248,313,Inactive
1159,James May,Berlin,Germany,2024-06-06,1,2052.0119999999997,208,Inactive
226,Heather Bolton,Berlin,Germany,2024-08-12,2,2050.5775,141,Inactive
895,Jonathan Decker,New York,USA,2024-09-11,2,2048.0015,111,Inactive
2385,Henry Reeves,Munich,Germany,2024-03-23,1,2046.5839999999998,283,Inactive
1989,Seth Barker,Los Angeles,USA,2024-07-01,2,2039.4635,183,Inactive
871,Jacob Harris,Melbourne,Australia,2023-04-13,2,2038.879,628,Inactive
1179,Jeffery Holt,Vancouver,Canada,2023-03-20,4,2038.7869999999998,652,Inactive
848,Cindy Wells,Los Angeles,USA,2023-02-11,1,2038.674,689,Inactive
1964,Lynn Davis,Singapore,Singapore,2024-06-23,2,2037.9360000000001,191,Inactive
442,Michael Anderson,Los Angeles,USA,2023-11-19,2,2035.756,408,Inactive
1913,Olivia Rodriguez,Melbourne,Australia,2023-10-13,2,2034.4134999999999,445,Inactive
1461,Carrie Hernandez,Sydney,Australia,2023-12-17,1,2034.274,380,Inactive
1942,Jennifer Dudley,Bangkok,Thailand,2023-10-07,3,2031.3975,451,Inactive
935,David Robertson,Munich,Germany,2024-03-10,2,2030.9025,296,Inactive
2395,Daniel Gallegos,Sydney,Australia,2023-02-14,2,2028.721,686,Inactive
193,Helen Hardin,Mumbai,India,2024-08-14,2,2027.339,139,Inactive
721,Jacqueline Christian,Melbourne,Australia,2024-01-01,1,2025.4099999999999,365,Inactive
1851,Jason Quinn,Paris,France,2023-10-19,3,2025.2135,439,Inactive
589,Karen Mendoza,Melbourne,Australia,2024-07-16,2,2019.165,168,Inactive
1974,Jennifer Brown,Toronto,Canada,2024-05-18,4,2014.254,227,Inactive
978,William Hoffman,Munich,Germany,2023-06-21,1,2012.481,559,Inactive
1146,Margaret Moran,London,UK,2024-06-06,2,2009.093,208,Inactive
381,William Patterson,Toronto,Canada,2023-01-20,2,2004.087,711,Inactive
1432,Troy Fowler,Sydney,Australia,2024-04-13,2,2003.562,262,Inactive
1008,Kenneth Tran,Mumbai,India,2024-03-30,4,2001.376,276,Inactive
1895,James Hernandez,Mumbai,India,2024-04-23,2,1999.6585,252,Inactive
901,Michael Webster,Munich,Germany,2023-09-18,2,1995.0240000000001,470,Inactive
465,Ashley Hernandez,Mumbai,India,2024-09-30,2,1993.0865,92,Inactive
1192,Danielle Hayes,Vancouver,Canada,2024-06-17,2,1985.2965,197,Inactive
946,Robert Murphy,Chicago,USA,2023-08-04,3,1984.8155,515,Inactive
2310,Mary Levy,Vancouver,Canada,2023-09-20,1,1984.51,468,Inactive
806,Joseph Jennings,London,UK,2023-04-11,2,1979.9415,630,Inactive
562,Mercedes Jones,London,UK,2024-08-01,2,1976.7585000000001,152,Inactive
2039,Jeffrey Freeman,Manchester,UK,2024-04-08,2,1976.058,267,Inactive
1078,Justin Gibson,New York,USA,2024-09-30,1,1974.0265,92,Inactive
486,Micheal Parks,Los Angeles,USA,2023-06-23,4,1971.528,557,Inactive
569,Tara Gamble,Toronto,Canada,2024-07-24,2,1970.835,160,Inactive
2126,Jesse Turner,Chicago,USA,2024-05-12,1,1970.137,233,Inactive
2479,Lisa Clay,Vancouver,Canada,2024-05-23,2,1967.087,222,Inactive
1549,Stephanie Gallagher,New York,USA,2023-09-19,2,1964.0310000000002,469,Inactive
1663,Kathy Miller,Munich,Germany,2022-03-29,2,1964.008,1008,Inactive
2131,Kendra White,Munich,Germany,2023-11-08,1,1962.886,419,Inactive
130,Stacy Freeman,Chicago,USA,2022-08-20,1,1959.6640000000002,864,Inactive
1232,Erik Bartlett DVM,Chicago,USA,2024-02-22,4,1954.4499999999998,313,Inactive
1706,Daniel Shaw,London,UK,2024-01-17,2,1953.789,349,Inactive
1818,Susan Zimmerman,,Canada,2024-06-24,2,1952.92,190,Inactive
394,Austin Baker,Melbourne,Australia,2023-12-15,1,1948.78,382,Inactive
2243,Sean Carter,Singapore,Singapore,2023-10-25,2,1945.937,433,Inactive
398,Brandon Hamilton,New York,USA,2024-08-23,2,1943.6184999999998,130,Inactive
881,Jill Riddle,Paris,France,2024-03-04,3,1940.851,302,Inactive
198,Susan Davis DDS,Paris,France,2023-10-02,2,1940.019,456,Inactive
2038,Robert Stevens,Vancouver,Canada,2024-09-10,1,1937.688,112,Inactive
104,Marc Lynch,New York,USA,2024-08-21,2,1935.3899999999999,132,Inactive
2140,David George,Melbourne,Australia,2024-02-27,2,1934.424,308,Inactive
43,Shawn Baker,Melbourne,Australia,2023-04-29,3,1929.671,612,Inactive
2014,Heather Smith,Manchester,UK,2022-10-31,1,1927.84,792,Inactive
232,Michele Lewis,Sydney,Australia,2024-03-20,1,1927.0265,286,Inactive
1438,April King,Bangkok,Thailand,2024-09-11,3,1917.231,111,Inactive
1566,Brandon Rasmussen,Sydney,Australia,2024-02-26,1,1916.99,309,Inactive
677,Steve Miller PhD,Toronto,Canada,2023-12-29,2,1915.82,368,Inactive
566,Andrew Armstrong,London,UK,2022-12-09,1,1910.3235000000002,753,Inactive
1208,Mr. Kyle Thomas DDS,Singapore,Singapore,2024-08-17,1,1907.502,136,Inactive
368,Ashley Wilson,Chicago,USA,2023-10-30,3,1907.3365000000001,428,Inactive
709,Thomas Torres,Los Angeles,USA,2022-05-19,1,1906.3860000000002,957,Inactive
115,Brandon King,Melbourne,Australia,2024-05-22,1,1906.3029999999999,223,Inactive
1251,Jeffery Ferguson,Toronto,Canada,2022-06-18,1,1904.654,927,Inactive
2190,Tyler Garrison,Berlin,Germany,2022-04-22,1,1902.5665,984,Inactive
1215,Laura Ramos,Mumbai,India,2022-09-07,1,1898.292,846,Inactive
1306,Christopher Coleman,Singapore,Singapore,2024-05-02,2,1897.806,243,Inactive
93,Alan Phillips,Manchester,UK,2024-04-23,3,1893.1635,252,Inactive
261,Paula Lane,Mumbai,India,2023-01-15,2,1893.001,716,Inactive
1754,Sandra Martinez,Toronto,Canada,2024-08-08,2,1891.362,145,Inactive
1203,Molly Valdez,Melbourne,Australia,2024-07-08,3,1890.5055,176,Inactive
646,Mark Anderson,Paris,France,2024-05-17,3,1887.526,228,Inactive
628,Joyce Martinez,Chicago,USA,2023-01-10,3,1876.028,721,Inactive
591,Christopher Nielsen,Vancouver,Canada,2024-05-05,2,1873.3799999999999,240,Inactive
1477,Kathryn Ross,Melbourne,Australia,2024-01-30,3,1871.68,336,Inactive
1758,Yolanda Jackson,Melbourne,Australia,2022-03-16,1,1865.91,1021,Inactive
1627,Jessica Long,,UK,2022-02-19,1,1865.81,1046,Inactive
847,Laura Tran,Sydney,Australia,2023-05-28,1,1864.4310000000003,583,Inactive
2205,Karina Boone,Bangkok,Thailand,2022-12-25,3,1862.35,737,Inactive
1468,Tammy Morris,Singapore,Singapore,2022-07-31,1,1861.31,884,Inactive
366,Jill Jackson,Chicago,USA,2024-01-27,2,1858.1909999999998,339,Inactive
1701,Rachel Chan,Bangkok,Thailand,2024-06-20,1,1852.8535,194,Inactive
2072,Catherine Booth,Los Angeles,USA,2022-07-24,1,1850.877,891,Inactive
1829,Jennifer Moore,Berlin,Germany,2022-12-20,2,1848.0955000000001,742,Inactive
1536,Thomas Zhang,Manchester,UK,2024-05-11,2,1846.3600000000001,234,Inactive
1117,Isaac Payne,Vancouver,Canada,2023-08-11,2,1842.718,508,Inactive
1262,Patrick Santana,Chicago,USA,2023-03-12,1,1834.962,660,Inactive
549,Frank Williams,Berlin,Germany,2024-10-02,2,1834.77,90,Inactive
157,Brianna Anderson,Chicago,USA,2024-05-16,2,1829.83,229,Inactive
2491,Amanda Cook,Singapore,Singapore,2024-08-11,1,1822.08,142,Inactive
339,Richard Ward,Toronto,Canada,2024-04-17,2,1821.771,258,Inactive
108,Derek Thomas,Mumbai,India,2024-06-29,4,1820.9885,185,Inactive
2401,Kari Buck,Manchester,UK,2023-04-08,1,1820.6225,633,Inactive
1764,Corey Flowers,Paris,France,2024-08-18,1,1817.0049999999999,135,Inactive
1861,Heidi Blankenship,Paris,France,2023-03-12,1,1814.404,660,Inactive
950,Walter Obrien,Sydney,Australia,2024-05-16,3,1814.1205000000002,229,Inactive
564,Daniel Francis,Mumbai,India,2023-09-14,3,1813.01,474,Inactive
635,Brett Martin,,Australia,2023-10-19,4,1812.969,439,Inactive
2152,Brandon Perkins,Chicago,USA,2022-06-06,2,1811.551,939,Inactive
1427,Kelly Jackson,Chicago,USA,2024-09-14,2,1811.431,108,Inactive
1516,Brittany Farmer,Vancouver,Canada,2024-03-26,1,1810.176,280,Inactive
1360,Laura Smith,Berlin,Germany,2024-08-16,2,1794.15,137,Inactive
1813,Joshua Rubio,Munich,Germany,2024-10-01,2,1792.2175000000002,91,Inactive
1648,Christopher Mitchell,Chicago,USA,2024-08-09,2,1787.5800000000002,144,Inactive
443,Patricia Bradley,Chicago,USA,2024-07-25,1,1787.492,159,Inactive
86,Matthew Smith,Munich,Germany,2023-12-25,2,1786.0475000000001,372,Inactive
256,Gina Mcmillan,London,UK,2023-12-27,1,1785.06,370,Inactive
302,Sheryl Buck,Melbourne,Australia,2024-05-23,3,1782.945,222,Inactive
1107,Vanessa Sanchez,New York,USA,2024-05-10,2,1782.6855,235,Inactive
2118,Michael Anderson,Singapore,Singapore,2024-05-08,1,1782.124,237,Inactive
2408,Catherine Kirk,Sydney,Australia,2024-05-02,2,1781.71,243,Inactive
1903,Erin Lee,Vancouver,Canada,2024-07-22,2,1781.0455,162,Inactive
1451,Elizabeth Collins,New York,USA,2024-10-02,3,1769.83,90,Inactive
917,Janet Shelton,Los Angeles,USA,2023-08-19,1,1769.23,500,Inactive
2319,John Woodard,Paris,France,2024-05-20,2,1765.3355000000001,225,Inactive
1812,Sheryl Thompson,Los Angeles,USA,2024-02-28,2,1763.9935,307,Inactive
1270,Corey Thomas,Mumbai,India,2022-06-09,1,1763.191,936,Inactive
1327,Jack Maxwell,Paris,France,2023-09-01,3,1760.827,487,Inactive
538,Miguel Parks,Berlin,Germany,2024-08-25,2,1756.3985,128,Inactive
683,Erika Watson PhD,Vancouver,Canada,2023-06-10,2,1750.136,570,Inactive
80,Mrs. Marie Harrington DDS,New York,USA,2022-06-09,1,1749.061,936,Inactive
734,Eric Cross,Munich,Germany,2024-10-01,1,1744.5900000000001,91,Inactive
1938,Stephanie Turner,Manchester,UK,2022-10-13,2,1742.2055,810,Inactive
1437,Douglas Watkins,Chicago,USA,2024-07-04,3,1737.35,180,Inactive
1,Allison Hill,Sydney,Australia,2023-12-25,2,1731.762,372,Inactive
2191,Alyssa Rodriguez PhD,Manchester,UK,2024-07-24,2,1727.298,160,Inactive
343,Douglas Hartman,Sydney,Australia,2023-02-20,1,1719.498,680,Inactive
1960,Tamara Reid,Melbourne,Australia,2024-01-25,2,1719.4360000000001,341,Inactive
1082,Michael Rosario,London,UK,2024-08-10,2,1718.979,143,Inactive
134,Bob Pitts,Chicago,USA,2022-02-26,1,1716.28,1039,Inactive
1677,Daniel Wood,Vancouver,Canada,2024-08-13,2,1710.5075,140,Inactive
1891,John Gardner,Munich,Germany,2022-11-21,1,1709.08,771,Inactive
1805,Evelyn Davis,New York,USA,2022-12-22,2,1701.984,740,Inactive
1738,Damon Powell,Sydney,Australia,2023-05-19,4,1701.463,592,Inactive
1482,Andrew Romero,Munich,Germany,2023-09-23,2,1701.229,465,Inactive
2324,Tammy Tyler,Los Angeles,USA,2024-01-13,2,1699.2719999999997,353,Inactive
1693,Robert Mendez,Manchester,UK,2023-06-15,2,1695.7895,565,Inactive
